,area_type,availability,location,total_sqft,bath,balcony,price,BHK
334,Super built-up  Area,Ready To Move,Ambalipura,1332.0,2.0,1.0,79.0,2
335,Super built-up  Area,Ready To Move,Ambalipura,1730.0,3.0,1.0,120.0,3
336,Super built-up  Area,Ready To Move,Ambalipura,1230.0,2.0,2.0,66.25,2
337,Super built-up  Area,Ready To Move,Ambalipura,1351.0,2.0,1.0,77.0,2
340,Super built-up  Area,Ready To Move,Ambalipura,1303.0,2.0,2.0,80.0,2
341,Super built-up  Area,Ready To Move,Ambalipura,1607.0,2.0,2.0,112.0,3
342,Super built-up  Area,Ready To Move,Ambalipura,770.0,1.0,2.0,43.82,1
343,Super built-up  Area,Ready To Move,Ambalipura,1700.0,2.0,2.0,76.0,2
344,Super built-up  Area,Ready To Move,Ambalipura,1060.0,2.0,1.0,58.5,2
345,Built-up  Area,Ready To Move,Ambalipura,1650.0,3.0,3.0,100.0,3
346,Super built-up  Area,Ready To Move,Ambalipura,1607.0,2.0,2.0,112.0,3
347,Super built-up  Area,Ready To Move,Ambalipura,1198.0,2.0,2.0,80.0,2
348,Super built-up  Area,Ready To Move,Ambedkar Nagar,1935.0,4.0,2.0,130.0,3
349,Super built-up  Area,Ready To Move,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2
350,Super built-up  Area,Ready To Move,Ambedkar Nagar,2225.0,4.0,2.0,169.0,3
351,Super built-up  Area,Ready To Move,Ambedkar Nagar,1862.0,3.0,2.0,120.0,3
352,Super built-up  Area,Ready To Move,Ambedkar Nagar,1850.0,4.0,3.0,139.0,3
353,Super built-up  Area,Ready To Move,Ambedkar Nagar,1936.0,4.0,2.0,126.0,3
354,Super built-up  Area,Ready To Move,Ambedkar Nagar,1862.0,3.0,2.0,119.0,3
355,Super built-up  Area,Ready To Move,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2
356,Super built-up  Area,Ready To Move,Ambedkar Nagar,2150.0,4.0,2.0,125.0,3
357,Built-up  Area,Ready To Move,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4
358,Super built-up  Area,Ready To Move,Ambedkar Nagar,1856.0,3.0,1.0,120.0,3
359,Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,2.0,130.0,3
360,Super built-up  Area,Ready To Move,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3
361,Super built-up  Area,Ready To Move,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2
362,Plot  Area,Not Ready to Move Yet,Ambedkar Nagar,3565.0,4.0,3.0,255.0,4
363,Super built-up  Area,Ready To Move,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2
364,Super built-up  Area,Ready To Move,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3
365,Super built-up  Area,Ready To Move,Ambedkar Nagar,1921.0,4.0,3.0,129.0,3
366,Super built-up  Area,Ready To Move,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3
367,Super built-up  Area,Ready To Move,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3
368,Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3
369,Super built-up  Area,Ready To Move,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3
370,Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,2.0,125.0,3
371,Super built-up  Area,Ready To Move,Ambedkar Nagar,1850.0,4.0,2.0,121.0,3
372,Super built-up  Area,Ready To Move,Ambedkar Nagar,1425.0,2.0,1.0,94.0,2
373,Built-up  Area,Ready To Move,Ambedkar Nagar,2395.0,4.0,2.0,150.0,3
374,Super built-up  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,40.0,2
375,Super built-up  Area,Ready To Move,Amruthahalli,1200.0,2.0,2.0,55.0,2
376,Built-up  Area,Ready To Move,Amruthahalli,1900.0,3.0,1.0,135.0,3
377,Built-up  Area,Ready To Move,Amruthahalli,924.0,2.0,1.0,45.0,2
378,Carpet  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,60.0,2
379,Built-up  Area,Ready To Move,Amruthahalli,1100.0,2.0,1.0,45.0,2
380,Super built-up  Area,Ready To Move,Amruthahalli,1200.0,2.0,1.0,55.0,2
384,Super built-up  Area,Ready To Move,Amruthahalli,1450.0,2.0,1.0,85.0,3
385,Super built-up  Area,Ready To Move,Amruthahalli,1200.0,2.0,2.0,55.0,2
386,Super built-up  Area,Ready To Move,Amruthahalli,1250.0,2.0,2.0,79.0,2
387,Super built-up  Area,Ready To Move,Amruthahalli,1190.0,2.0,2.0,50.0,2
388,Super built-up  Area,Ready To Move,Amruthahalli,1202.0,2.0,1.0,65.0,2
389,Super built-up  Area,Ready To Move,Amruthahalli,1340.0,2.0,1.0,75.0,2
390,Super built-up  Area,Ready To Move,Amruthahalli,2650.0,4.0,0.0,175.0,3
391,Built-up  Area,Ready To Move,Amruthahalli,1450.0,2.0,1.0,90.0,3
392,Super built-up  Area,Ready To Move,Amruthahalli,1025.0,2.0,1.0,42.0,2
393,Built-up  Area,Ready To Move,Amruthahalli,485.0,1.0,1.0,19.5,1
394,Super built-up  Area,Not Ready to Move Yet,Anandapura,1167.0,2.0,1.0,43.76,2
395,Plot  Area,Not Ready to Move Yet,Anandapura,1000.0,2.0,1.0,55.0,2
396,Super built-up  Area,Not Ready to Move Yet,Anandapura,1141.0,2.0,1.0,42.79,2
398,Plot  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,67.0,2
399,Plot  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,58.0,2
400,Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,1.0,43.1,2
401,Super built-up  Area,Ready To Move,Anandapura,1141.0,2.0,1.0,42.75,2
402,Plot  Area,Ready To Move,Anandapura,900.0,2.0,0.0,48.0,2
403,Plot  Area,Ready To Move,Anandapura,1749.0,4.0,0.0,90.0,4
404,Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,1.0,42.9,2
406,Built-up  Area,Ready To Move,Anandapura,1250.0,2.0,2.0,45.0,2
407,Plot  Area,Ready To Move,Anandapura,875.0,2.0,1.0,57.0,2
408,Super built-up  Area,Not Ready to Move Yet,Anandapura,1151.0,2.0,1.0,43.16,2
409,Built-up  Area,Ready To Move,Anandapura,1200.0,2.0,0.0,58.0,2
410,Plot  Area,Ready To Move,Anandapura,1200.0,2.0,0.0,66.0,3
411,Plot  Area,Ready To Move,Anandapura,1415.0,2.0,1.0,74.0,3
412,Super built-up  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,50.0,2
413,Super built-up  Area,Ready To Move,Anandapura,1141.0,2.0,1.0,50.0,2
415,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,500.0,1.0,1.0,14.0,1
416,Super built-up  Area,Ready To Move,Ananth Nagar,1100.0,2.0,2.0,31.5,2
417,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,982.0,2.0,2.0,24.55,2
418,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,500.0,2.0,2.0,14.0,1
419,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,900.0,2.0,2.0,22.5,2
420,Super built-up  Area,Ready To Move,Ananth Nagar,908.0,2.0,1.0,26.0,2
421,Super built-up  Area,Ready To Move,Ananth Nagar,870.0,2.0,2.0,36.0,2
422,Super built-up  Area,Ready To Move,Ananth Nagar,937.0,2.0,1.0,35.0,2
423,Built-up  Area,Ready To Move,Ananth Nagar,960.0,2.0,3.0,37.0,2
424,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,500.0,1.0,1.0,14.0,1
425,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,1000.0,2.0,1.0,29.7,2
426,Built-up  Area,Ready To Move,Ananth Nagar,850.0,2.0,1.0,25.99,2
427,Super built-up  Area,Ready To Move,Ananth Nagar,902.0,2.0,1.0,25.26,2
428,Built-up  Area,Ready To Move,Ananth Nagar,1470.0,3.0,2.0,54.0,3
429,Built-up  Area,Ready To Move,Ananth Nagar,810.0,2.0,1.0,25.5,2
430,Super built-up  Area,Ready To Move,Ananth Nagar,890.0,2.0,1.0,27.0,2
431,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,1200.0,2.0,1.0,36.0,2
433,Super built-up  Area,Ready To Move,Ananth Nagar,1319.0,3.0,1.0,42.0,3
434,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,1000.0,2.0,3.0,25.0,2
435,Super built-up  Area,Ready To Move,Ananth Nagar,902.0,2.0,2.0,25.0,2
436,Super built-up  Area,Ready To Move,Ananth Nagar,930.0,2.0,1.0,25.99,2
437,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,1074.0,2.0,2.0,26.85,2
438,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,500.0,1.0,1.0,14.0,1
439,Super built-up  Area,Ready To Move,Ananth Nagar,1010.0,2.0,2.0,38.0,2
440,Super built-up  Area,Not Ready to Move Yet,Ananth Nagar,992.0,2.0,2.0,24.8,2
442,Super built-up  Area,Ready To Move,Anekal,656.0,2.0,1.0,22.0,2
443,Super built-up  Area,Ready To Move,Anekal,620.0,2.0,1.0,22.0,2
444,Super built-up  Area,Ready To Move,Anekal,600.0,1.0,1.0,16.5,1
445,Super built-up  Area,Ready To Move,Anekal,925.0,2.0,1.0,40.0,2
446,Super built-up  Area,Not Ready to Move Yet,Anekal,530.0,1.0,1.0,18.0,1
447,Plot  Area,Ready To Move,Anekal,1800.0,3.0,2.0,68.0,3
449,Built-up  Area,Ready To Move,Anekal,351.0,1.0,1.0,16.0,1
450,Super built-up  Area,Ready To Move,Anekal,1035.0,2.0,2.0,38.3,2
451,Super built-up  Area,Ready To Move,Anekal,888.0,2.0,1.0,34.0,2
455,Plot  Area,Ready To Move,Anekal,1200.0,2.0,1.0,36.0,4
456,Super built-up  Area,Ready To Move,Anekal,766.0,2.0,2.0,28.0,2
457,Built-up  Area,Ready To Move,Anekal,967.0,2.0,1.0,45.0,3
458,Built-up  Area,Ready To Move,Anekal,620.0,1.0,1.0,23.5,2
459,Super built-up  Area,Ready To Move,Anekal,1150.0,3.0,2.0,45.0,3
462,Built-up  Area,Ready To Move,Anekal,400.0,1.0,1.0,11.5,1
463,Super built-up  Area,Ready To Move,Anekal,456.0,1.0,1.0,15.0,1
466,Plot  Area,Ready To Move,Anekal,2400.0,4.0,0.0,95.0,3
470,Built-up  Area,Ready To Move,Anekal,420.0,1.0,1.0,12.5,1
471,Super built-up  Area,Ready To Move,Anekal,614.0,1.0,1.0,28.0,2
472,Super built-up  Area,Not Ready to Move Yet,Anekal,1140.0,2.0,2.0,52.0,2
473,Super built-up  Area,Not Ready to Move Yet,Anekal,625.0,1.0,1.0,25.0,2
474,Built-up  Area,Ready To Move,Anjanapura,1850.0,4.0,2.0,86.0,4
475,Super built-up  Area,Not Ready to Move Yet,Anjanapura,1070.0,2.0,2.0,39.0,2
476,Plot  Area,Not Ready to Move Yet,Anjanapura,1500.0,3.0,1.0,121.0,3
477,Super built-up  Area,Not Ready to Move Yet,Anjanapura,1070.0,2.0,2.0,37.0,2
478,Super built-up  Area,Ready To Move,Anjanapura,950.0,2.0,1.0,40.0,2
479,Built-up  Area,Ready To Move,Anjanapura,1280.0,2.0,2.0,45.0,3
480,Super built-up  Area,Ready To Move,Anjanapura,710.0,2.0,0.0,25.0,2
482,Built-up  Area,Ready To Move,Anjanapura,950.0,2.0,0.0,32.0,2
483,Super built-up  Area,Ready To Move,Anjanapura,1800.0,4.0,2.0,55.0,4
484,Super built-up  Area,Ready To Move,Anjanapura,1843.0,3.0,1.0,87.54,3
485,Super built-up  Area,Not Ready to Move Yet,Anjanapura,1076.0,2.0,1.0,30.13,2
486,Built-up  Area,Ready To Move,Anjanapura,950.0,2.0,0.0,30.0,2
487,Super built-up  Area,Ready To Move,Ardendale,1750.0,3.0,2.0,100.0,3
488,Built-up  Area,Ready To Move,Ardendale,3198.0,4.0,3.0,200.0,4
489,Super built-up  Area,Ready To Move,Ardendale,2422.0,4.0,2.0,160.0,4
490,Super built-up  Area,Ready To Move,Ardendale,1750.0,3.0,3.0,100.0,3
491,Plot  Area,Ready To Move,Ardendale,3200.0,4.0,1.0,205.0,4
492,Super built-up  Area,Ready To Move,Ardendale,1728.0,3.0,2.0,95.0,3
493,Super built-up  Area,Ready To Move,Ardendale,1732.46,3.0,2.0,92.0,3
494,Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,70.0,2
495,Super built-up  Area,Ready To Move,Ardendale,1777.26,3.0,2.0,105.0,3
496,Super built-up  Area,Ready To Move,Ardendale,1650.0,3.0,3.0,82.0,3
497,Built-up  Area,Ready To Move,Ardendale,1650.0,3.0,3.0,82.0,3
498,Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,67.0,2
499,Super built-up  Area,Ready To Move,Ardendale,1723.0,3.0,2.0,95.0,3
500,Super built-up  Area,Ready To Move,Ardendale,1777.26,3.0,2.0,89.0,3
501,Super built-up  Area,Ready To Move,Ardendale,1777.26,3.0,2.0,92.0,3
502,Super built-up  Area,Ready To Move,Arekere,1222.0,2.0,2.0,45.0,2
503,Super built-up  Area,Ready To Move,Arekere,2060.0,3.0,2.0,140.0,3
504,Built-up  Area,Ready To Move,Arekere,920.0,2.0,1.0,40.0,2
505,Built-up  Area,Ready To Move,Arekere,1190.0,2.0,2.0,55.0,2
506,Built-up  Area,Ready To Move,Arekere,600.0,1.0,1.0,28.0,1
507,Super built-up  Area,Not Ready to Move Yet,Arekere,2072.0,3.0,2.0,108.0,3
508,Super built-up  Area,Ready To Move,Arekere,1100.0,2.0,2.0,55.0,2
509,Super built-up  Area,Ready To Move,Arekere,1445.0,2.0,2.0,125.0,3
510,Super built-up  Area,Ready To Move,Arekere,900.0,2.0,3.0,50.0,2
511,Super built-up  Area,Ready To Move,Arekere,2060.0,3.0,2.0,150.0,3
512,Super built-up  Area,Not Ready to Move Yet,Arekere,2710.0,6.0,2.0,142.0,4
513,Plot  Area,Ready To Move,Arekere,2400.0,3.0,1.0,180.0,3
514,Super built-up  Area,Ready To Move,Arekere,1240.0,2.0,2.0,60.0,2
515,Super built-up  Area,Ready To Move,Arekere,900.0,2.0,1.0,44.5,2
516,Super built-up  Area,Ready To Move,Attibele,450.0,1.0,1.0,11.0,1
517,Built-up  Area,Ready To Move,Attibele,1600.0,4.0,0.0,52.8,4
518,Built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2
519,Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,11.0,1
520,Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,12.0,1
521,Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,14.0,1
522,Super built-up  Area,Ready To Move,Attibele,500.0,1.0,1.0,17.0,1
523,Plot  Area,Ready To Move,Attibele,2168.0,4.0,2.0,95.0,4
524,Built-up  Area,Ready To Move,Attibele,395.0,1.0,1.0,10.25,1
525,Built-up  Area,Ready To Move,Attibele,420.0,1.0,1.0,17.0,1
527,Built-up  Area,Ready To Move,Attibele,418.0,1.0,1.0,12.0,1
528,Built-up  Area,Ready To Move,Attibele,1200.0,2.0,2.0,42.0,2
529,Super built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,10.0,1
530,Super built-up  Area,Ready To Move,Attibele,695.0,1.0,1.0,25.0,2
531,Super built-up  Area,Ready To Move,Attibele,850.0,1.0,1.0,25.0,2
532,Built-up  Area,Ready To Move,Attibele,2400.0,3.0,3.0,120.0,3
533,Built-up  Area,Ready To Move,Attibele,450.0,1.0,1.0,12.5,1
537,Super built-up  Area,Ready To Move,Attibele,782.0,1.0,0.0,19.55,1
539,Super built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2
540,Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,11.5,1
541,Carpet  Area,Ready To Move,Attibele,460.0,1.0,1.0,13.0,1
542,Super built-up  Area,Ready To Move,Attibele,418.0,2.0,1.0,11.5,1
543,Plot  Area,Not Ready to Move Yet,Attibele,1000.0,2.0,1.0,42.0,2
544,Super built-up  Area,Ready To Move,Attibele,550.0,1.0,1.0,11.5,1
546,Built-up  Area,Ready To Move,Attibele,410.0,1.0,1.0,10.0,1
547,Plot  Area,Ready To Move,Attibele,1700.0,3.0,1.0,65.0,3
548,Super built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,10.25,1
549,Super built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2
550,Built-up  Area,Ready To Move,Attibele,520.0,1.0,1.0,15.0,1
551,Plot  Area,Ready To Move,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3
552,Carpet  Area,Ready To Move,BTM 2nd Stage,950.0,2.0,1.0,52.0,2
553,Super built-up  Area,Ready To Move,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
554,Super built-up  Area,Ready To Move,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
556,Super built-up  Area,Ready To Move,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
557,Built-up  Area,Ready To Move,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2
558,Built-up  Area,Ready To Move,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
559,Super built-up  Area,Ready To Move,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
560,Plot  Area,Ready To Move,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
561,Super built-up  Area,Ready To Move,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
562,Super built-up  Area,Ready To Move,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3
563,Super built-up  Area,Ready To Move,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3
564,Plot  Area,Ready To Move,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
565,Super built-up  Area,Ready To Move,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
566,Super built-up  Area,Ready To Move,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
567,Built-up  Area,Ready To Move,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
568,Super built-up  Area,Ready To Move,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
569,Super built-up  Area,Ready To Move,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
570,Super built-up  Area,Ready To Move,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
571,Super built-up  Area,Ready To Move,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
573,Super built-up  Area,Ready To Move,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
574,Super built-up  Area,Ready To Move,BTM Layout,1150.0,2.0,2.0,63.0,2
575,Built-up  Area,Ready To Move,BTM Layout,3300.0,6.0,3.0,165.0,6
576,Built-up  Area,Ready To Move,BTM Layout,1450.0,2.0,2.0,81.0,3
577,Super built-up  Area,Ready To Move,BTM Layout,1776.0,2.0,3.0,75.0,3
578,Super built-up  Area,Ready To Move,BTM Layout,1458.0,3.0,2.0,79.0,3
579,Built-up  Area,Ready To Move,BTM Layout,935.0,2.0,1.0,51.5,2
580,Super built-up  Area,Ready To Move,BTM Layout,1020.0,2.0,1.0,46.5,2
581,Super built-up  Area,Ready To Move,BTM Layout,1600.0,3.0,2.0,112.0,3
582,Built-up  Area,Ready To Move,BTM Layout,1300.0,2.0,1.0,75.0,3
583,Built-up  Area,Ready To Move,BTM Layout,1540.0,2.0,2.0,78.0,3
584,Super built-up  Area,Ready To Move,BTM Layout,450.0,1.0,1.0,20.0,1
585,Built-up  Area,Ready To Move,BTM Layout,2400.0,3.0,2.0,220.0,3
586,Super built-up  Area,Ready To Move,BTM Layout,1196.0,2.0,2.0,56.81,2
587,Super built-up  Area,Ready To Move,BTM Layout,1470.0,2.0,2.0,99.0,3
590,Super built-up  Area,Ready To Move,Babusapalaya,1611.0,2.0,2.0,66.0,3
592,Super built-up  Area,Ready To Move,Babusapalaya,1675.0,3.0,3.0,75.0,3
593,Super built-up  Area,Ready To Move,Babusapalaya,1141.0,2.0,1.0,46.0,2
594,Super built-up  Area,Ready To Move,Babusapalaya,1084.0,2.0,1.0,58.0,2
595,Built-up  Area,Ready To Move,Babusapalaya,1500.0,2.0,2.0,57.0,2
597,Super built-up  Area,Ready To Move,Babusapalaya,1050.0,2.0,3.0,45.0,2
598,Super built-up  Area,Ready To Move,Babusapalaya,1141.0,2.0,1.0,45.9,2
600,Super built-up  Area,Ready To Move,Babusapalaya,1230.0,3.0,3.0,53.0,3
601,Built-up  Area,Ready To Move,Babusapalaya,1105.0,2.0,1.0,40.0,2
602,Super built-up  Area,Ready To Move,Babusapalaya,1410.0,2.0,3.0,65.0,3
603,Built-up  Area,Ready To Move,Babusapalaya,1305.0,2.0,1.0,70.0,2
604,Super built-up  Area,Ready To Move,Babusapalaya,1450.0,2.0,1.0,55.99,2
605,Super built-up  Area,Ready To Move,Babusapalaya,1100.0,2.0,2.0,38.0,2
607,Super built-up  Area,Ready To Move,Babusapalaya,1061.0,2.0,1.0,33.84,2
608,Super built-up  Area,Not Ready to Move Yet,Babusapalaya,1061.0,2.0,1.0,38.95,2
609,Super built-up  Area,Ready To Move,Babusapalaya,1061.0,2.0,1.0,34.0,2
610,Super built-up  Area,Ready To Move,Babusapalaya,1245.0,2.0,2.0,58.0,2
611,Super built-up  Area,Ready To Move,Balagere,1210.0,2.0,1.0,80.9,2
612,Super built-up  Area,Ready To Move,Balagere,1210.0,2.0,1.0,72.0,2
613,Super built-up  Area,Ready To Move,Balagere,1205.0,2.0,1.0,78.5,2
614,Super built-up  Area,Not Ready to Move Yet,Balagere,790.5,1.0,0.0,41.9,1
617,Super built-up  Area,Not Ready to Move Yet,Balagere,1020.07,2.0,1.0,68.38,2
618,Super built-up  Area,Not Ready to Move Yet,Balagere,1205.47,2.0,1.0,81.0,2
619,Super built-up  Area,Not Ready to Move Yet,Balagere,1007.0,2.0,1.0,65.0,2
621,Super built-up  Area,Not Ready to Move Yet,Balagere,1210.0,2.0,1.0,74.0,2
622,Super built-up  Area,Ready To Move,Balagere,1210.0,2.0,1.0,83.0,2
623,Built-up  Area,Not Ready to Move Yet,Balagere,675.0,1.0,1.0,45.0,1
624,Super built-up  Area,Ready To Move,Balagere,656.0,1.0,1.0,43.0,1
626,Super built-up  Area,Not Ready to Move Yet,Balagere,1012.0,2.0,1.0,64.0,2
627,Super built-up  Area,Ready To Move,Balagere,1007.0,2.0,1.0,62.0,2
628,Built-up  Area,Ready To Move,Balagere,1007.0,2.0,1.0,67.0,2
629,Super built-up  Area,Ready To Move,Balagere,1007.0,2.0,1.0,66.0,2
632,Super built-up  Area,Not Ready to Move Yet,Balagere,645.0,1.0,1.0,34.18,1
635,Super built-up  Area,Not Ready to Move Yet,Balagere,790.5,1.0,0.0,42.295,1
636,Super built-up  Area,Not Ready to Move Yet,Balagere,1012.0,2.0,1.0,65.0,2
637,Super built-up  Area,Not Ready to Move Yet,Balagere,656.0,1.0,1.0,38.77,1
638,Super built-up  Area,Not Ready to Move Yet,Balagere,645.0,1.0,1.0,39.0,1
639,Built-up  Area,Not Ready to Move Yet,Balagere,645.0,1.0,1.0,41.0,1
640,Super built-up  Area,Not Ready to Move Yet,Balagere,1210.0,2.0,1.0,82.0,2
641,Super built-up  Area,Not Ready to Move Yet,Balagere,656.0,1.0,1.0,34.77,1
642,Super built-up  Area,Not Ready to Move Yet,Balagere,1205.0,2.0,1.0,73.87,2
643,Super built-up  Area,Not Ready to Move Yet,Balagere,1012.0,2.0,1.0,70.0,2
644,Super built-up  Area,Not Ready to Move Yet,Balagere,1007.0,2.0,1.0,68.0,2
646,Super built-up  Area,Ready To Move,Balagere,1205.0,2.0,1.0,79.0,2
647,Built-up  Area,Ready To Move,Balagere,1012.0,2.0,1.0,68.0,2
649,Super built-up  Area,Ready To Move,Banashankari,1077.0,2.0,2.0,37.64,2
650,Super built-up  Area,Not Ready to Move Yet,Banashankari,1470.0,2.0,1.0,88.64,3
651,Built-up  Area,Ready To Move,Banashankari,1300.0,2.0,2.0,75.0,3
652,Super built-up  Area,Ready To Move,Banashankari,1800.0,3.0,2.0,115.0,3
653,Built-up  Area,Ready To Move,Banashankari,1125.0,2.0,1.0,63.0,2
655,Super built-up  Area,Not Ready to Move Yet,Banashankari,1310.0,2.0,2.0,80.0,2
656,Super built-up  Area,Not Ready to Move Yet,Banashankari,2600.0,4.0,1.0,135.0,3
657,Super built-up  Area,Ready To Move,Banashankari,1900.0,2.0,1.0,170.0,3
658,Super built-up  Area,Ready To Move,Banashankari,1260.0,2.0,3.0,75.0,2
659,Super built-up  Area,Ready To Move,Banashankari,1170.0,2.0,2.0,46.79,2
661,Built-up  Area,Ready To Move,Banashankari,1350.0,2.0,0.0,83.0,3
663,Super built-up  Area,Ready To Move,Banashankari,1330.0,2.0,1.0,78.0,2
664,Super built-up  Area,Ready To Move,Banashankari,1400.0,2.0,1.0,78.0,3
665,Super built-up  Area,Ready To Move,Banashankari,1700.0,3.0,2.0,125.0,3
666,Super built-up  Area,Ready To Move,Banashankari,1020.0,2.0,2.0,40.79,2
667,Super built-up  Area,Ready To Move,Banashankari,1600.0,2.0,1.0,63.98,2
668,Super built-up  Area,Ready To Move,Banashankari,1041.0,2.0,1.0,36.44,2
669,Super built-up  Area,Ready To Move,Banashankari,2400.0,1.0,1.0,200.0,1
670,Super built-up  Area,Ready To Move,Banashankari,1390.0,2.0,2.0,86.0,2
671,Super built-up  Area,Ready To Move,Banashankari,1460.0,2.0,3.0,70.0,2
672,Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,1.0,60.0,2
673,Super built-up  Area,Ready To Move,Banashankari,1290.0,2.0,2.0,80.0,2
674,Super built-up  Area,Ready To Move,Banashankari,2582.0,5.0,2.0,250.0,3
675,Built-up  Area,Ready To Move,Banashankari,1186.0,2.0,3.0,65.0,2
676,Super built-up  Area,Ready To Move,Banashankari,1650.0,3.0,2.0,101.0,3
678,Super built-up  Area,Ready To Move,Banashankari,1181.0,2.0,1.0,75.0,2
679,Super built-up  Area,Ready To Move,Banashankari,1105.0,2.0,2.0,90.0,2
680,Super built-up  Area,Ready To Move,Banashankari,720.0,1.0,1.0,60.0,1
681,Super built-up  Area,Ready To Move,Banashankari,1040.0,2.0,3.0,45.0,2
682,Super built-up  Area,Ready To Move,Banashankari,1330.0,2.0,2.0,77.0,2
683,Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,3.0,49.0,2
684,Super built-up  Area,Ready To Move,Banashankari,1185.0,2.0,2.0,67.0,2
685,Super built-up  Area,Not Ready to Move Yet,Banashankari,1000.0,2.0,1.0,50.0,2
686,Super built-up  Area,Not Ready to Move Yet,Banashankari,1650.0,3.0,2.0,90.75,3
687,Super built-up  Area,Not Ready to Move Yet,Banashankari,1650.0,3.0,2.0,101.0,3
688,Super built-up  Area,Ready To Move,Banashankari,1310.0,2.0,2.0,80.43,2
689,Built-up  Area,Ready To Move,Banashankari,600.0,1.0,0.0,27.0,2
690,Super built-up  Area,Not Ready to Move Yet,Banashankari,1430.0,2.0,2.0,87.8,2
691,Super built-up  Area,Ready To Move,Banashankari,1020.0,2.0,1.0,42.83,2
693,Built-up  Area,Ready To Move,Banashankari,1540.0,3.0,3.0,80.0,3
694,Super built-up  Area,Ready To Move,Banashankari,1195.0,2.0,1.0,35.84,2
695,Super built-up  Area,Ready To Move,Banashankari,1683.0,3.0,2.0,115.0,3
696,Built-up  Area,Ready To Move,Banashankari,1800.0,3.0,2.0,125.0,3
697,Super built-up  Area,Ready To Move,Banashankari,1175.0,2.0,1.0,41.13,2
698,Super built-up  Area,Ready To Move,Banashankari,1750.0,2.0,2.0,89.0,3
699,Super built-up  Area,Ready To Move,Banashankari,1800.0,3.0,2.0,175.0,3
